platform,app_id,app_name,publisher_name,categories
gp,com.snowysapps.griddlers,Griddlers,Snowy's Apps,"GAME, GAME_PUZZLE"
gp,com.zlatev.cowsbulls,Cows and Bulls,Marian Zlatev,"GAME, GAME_PUZZLE"
gp,com.pixeldrool.vrtunnel,VR HORROR TUNNEL,PixelDrool Studios,"GAME_ACTION, GAME"
gp,it.deagostini.EgixosLabyrinthRun,Egyxos - Labyrinth Run,De Agostini Publishing Italia S.p.A.,"GAME_ACTION, GAME"
gp,com.wShootingGame10level_3912767,Shooting Game 10 Level,Murali lal c k,"GAME_ACTION, GAME"
gp,com.scottgames.ragequitv2,Rage Quit,Scott Cawthon,"GAME_ARCADE, GAME"
gp,com.daovang.daovangkieumoi,Đào Vàng Kiểu Mới,Game Dua Xe Studio,"GAME_ARCADE, GAME"
gp,com.candyfrg.gurush,Cookie Paradise,Farm Paradise Inc.,"GAME_ARCADE, GAME"
gp,com.ngmoco.pocketgod,Pocket God™,"Bolt Creative, Inc","GAME_ARCADE, GAME"
gp,com.NickApp.Logger,TreeTOP,Nicholas Duncan,"GAME_ARCADE, GAME"
gp,com.ketchapp.rushhero,Rush Hero,Ketchapp,"GAME_ARCADE, GAME"
gp,com.tastypill.twistyarrow,Twisty Arrow - Shoot The Wheel,tastypill,"GAME_ARCADE, GAME"
gp,com.bgames.android.basketball,Crazy Basketball - sports game,BGame ltd,"GAME_ARCADE, GAME"
gp,com.ketchapp.hophophop,Hop Hop Hop,Ketchapp,"GAME_ARCADE, GAME"
gp,com.breakout.poker,Poker Offline Online,Breakout Games,"GAME_CASINO, GAME"
gp,air.com.bitrhymes.bingo,Bingo Bash,"GSN Games, Inc.","GAME_CASINO, GAME"
gp,air.air.GiftClicker,Gift Clicker,jamboska,"GAME_CASUAL, GAME"
gp,com.tabtale.aliceinwonderland,Messy Alice Challenge,TabTale,"GAME_CASUAL, GAME"
gp,br.com.tapps.turtleevolution,Turtle Evolution - Mutant Turtles Clicker Game,Tapps Games,"GAME_CASUAL, GAME"
gp,bubbleshooter.arcade,Bubble Shooter Arcade,Free Bubble Shooter Games,"GAME_CASUAL, GAME"
gp,com.games2win.colorit,Color It – Free Coloring Book,Games2win.com,"GAME_CASUAL, GAME"
gp,com.ibrahimsoft.fallingbricks,Falling Bricks,Ibrahimsoft,"GAME_CASUAL, GAME"
gp,com.askingapp.indoorquesting,Indoor Questing,Mdot Edot,"GAME_CASUAL, GAME"
gp,vp.laser.pointer.simulated,Laser Pointer Simulated,virgiplaying,"GAME_CASUAL, GAME"
gp,com.ugisl001.pickking,Find the Different,zhengweizou,"GAME_CASUAL, GAME"
gp,com.kidsfoodinc.android_make_iceslushy,Frosty Ice Slushy - Food Maker,Kids Food Games Inc.,"GAME_CASUAL, GAME"
gp,com.argurth.queferiezvoussi,What would you do if ?,Argurth Games,"GAME_CASUAL, GAME"
gp,com.venkateswara.tapsoccer,Tap Soccer,Dumadu Games,"GAME_SPORTS, GAME"
gp,com.ketchapp.ketchapptennis,Ketchapp Tennis,Ketchapp,"GAME_SPORTS, GAME"
gp,br.com.tapps.basketboss,Basket Boss - Arcade Basketball Hoops Shooter Game,Tapps Games,"GAME_SPORTS, GAME"
gp,com.moonglabs.epiccricket,Epic Cricket - Big League Game,Nazara Games,"GAME_SPORTS, GAME"
gp,net.chobin.android.psdx,PORTABLE SOCCER DX,CHOBIN.net,"GAME_SPORTS, GAME"
gp,com.ghssyncomate,Syncomate+,Syncomate,"APPLICATION, TOOLS"
gp,com.mm.android.direct.gdmssphone,gDMSS Plus,"Zhejiang DAHUA Technology Co., Ltd","APPLICATION, TOOLS"
gp,pl.speedtest.android,V-SPEED Speed Test,V-SPEED.eu,"APPLICATION, TOOLS"
gp,processing.test.notsofast,Not So Fast,John Pyun,"APPLICATION, TOOLS"
gp,com.mediaone.rfidcheckin,GrowTix RFID,GrowTix,"APPLICATION, TOOLS"
gp,be.edenred.mobileapps,TicketFinder Belgium,Edenred Belgium,"APPLICATION, TOOLS"
gp,com.tyronlab.languagetranslator,Language Translator,Sound Lab.,"APPLICATION, TOOLS"
gp,bitamins.bmwaresd.apps.bitamins,Bitamins,BMWare Software Development,"APPLICATION, TOOLS"
gp,mdkdevelopers.android.com.mydockeeper,MyDocKeeper,BollyMusicDeveloper,"APPLICATION, TOOLS"
gp,com.nationaledtech.Boomerang,Boomerang - Parental and Screen Time Controls,National Education Technologies Inc.,"APPLICATION, TOOLS"
gp,hu.viago.viago,ViaGo,ViaGo,"APPLICATION, SOCIAL"
gp,com.skyfireapps.followersinsightapp,Follower Insight for Instagram,MonoMosaic,"APPLICATION, SOCIAL"
gp,myapp.jeditechs.mynaija,Naija - Dating and Social app,Jeditechs,"APPLICATION, SOCIAL"
gp,ru.guest.vk,Мои гости и поклонники в ВК,WhiteKIT,"APPLICATION, SOCIAL"
gp,com.tc.yasinsuresi,Yasin Suresi Sesli Dinle,GİZCENT,"APPLICATION, SOCIAL"
gp,com.mcneilly.wt,World Trends,amcworks,"APPLICATION, SOCIAL"
gp,com.mostrarium.adhoc.vermutsolidario,Vermut Solidario,Mostrarium,"APPLICATION, SOCIAL"
gp,minposi.sapporo,コンサドーレ札幌掲示板&NEWS,minposi.corp,"APPLICATION, SPORTS"
gp,com.webuildapps.r.k.s.v.neo,RKSV NEO,Bluedesk Groep,"APPLICATION, SPORTS"
gp,com.ifishy.Northdakota,North Dakota Fishing Maps - 2K,ifishy.com,"APPLICATION, SPORTS"
gp,com.bluespruce.Singletracks,Singletracks Lite: MTB Trails,Blue Spruce Ventures,"APPLICATION, SPORTS"
gp,com.zepp.baseball,Zepp Baseball - Softball,"Zepp Labs, Inc.","APPLICATION, SPORTS"
gp,net.umajin.app,無料の競馬情報・競馬予想アプリ＊UMAJIN.net,"Link Bit Consulting Co.,Ltd.","APPLICATION, SPORTS"
gp,com.coastalwatch.hurleysurfapp,Surfstitch Surf Check,Coastalwatch,"APPLICATION, SPORTS"
gp,com.fantasypros.draftwizard.football,Fantasy Football Draft Wizard,FantasyPros,"APPLICATION, SPORTS"
gp,com.real3dlivewallpapers.slovakia,3D Slovakia Live Wallpaper,Real 3D Live Wallpapers,"APPLICATION, SPORTS"
gp,jp.co.yamap,YAMAP - Social Trekking App -,YAMAP INC.,"APPLICATION, SPORTS"
gp,com.camexgame.heroes,Heroes Tactics: Strategy PvP,Lilithgames,"GAME_STRATEGY, GAME"
gp,com.catstudio.interstellar,Fleet Commander,Cat Studio,"GAME_STRATEGY, GAME"
gp,com.yandex.moneytransfers,Money Transfers to Bank Cards,Яндекс,"APPLICATION, FINANCE"
gp,ch.bankcoop.mobile.banking.android,Bank Cler,Bank Cler,"APPLICATION, FINANCE"
gp,cz.rb.app.smartphonebanking,Mobilní eKonto Raiffeisenbank,"Raiffeisenbank, a.s.","APPLICATION, FINANCE"
gp,eu.netinfo.colpatria.system,Colpatria Mobile Pers Banking,Colpatria Multibanca del grupo Scotiabank,"APPLICATION, FINANCE"
gp,com.bankapp.alldream,올드림 개인신용회복 개인회생 개인파산,Bank app,"APPLICATION, FINANCE"
gp,fr.mftel.transcash,TRANSCASH VISA,Transcash France,"APPLICATION, FINANCE"
gp,giavang.com,Giá Vàng,VN Dev Group,"APPLICATION, FINANCE"
gp,es.lacaixa.app.runtime.android,Pago de recibos,CaixaBank,"APPLICATION, FINANCE"
gp,com.pinedotstudios.labreminder,Lab Time,Juan Robayo,"APPLICATION, MEDICAL"
gp,net.ays.PROD589622,MSKUS,Shore GmbH München,"APPLICATION, MEDICAL"
gp,com.vivio.copdnl,COPD e-Beeldatlas,VIVIO SPRL,"APPLICATION, MEDICAL"
gp,com.andromo.dev594673.app627438,Obstetrician,simogamezone,"APPLICATION, MEDICAL"
gp,com.bigfishgames.solbcgoogfull,Sea: Burning Coast (Full),Big Fish Games,"GAME, GAME_ADVENTURE"
gp,com.terryyoung.herocraft,Work hard Hero!,Terry Young Studio,"GAME, GAME_ADVENTURE"
gp,com.g5e.brightstonemysteries.android,Brightstone Mysteries: Paranormal Hotel,G5 Entertainment,"GAME, GAME_ADVENTURE"
gp,com.mangarush.android,Manga Rush,Yann Badoual,"GAME, GAME_ADVENTURE"
gp,com.xs.monsterwar,Monster War,Italy Games,"GAME, GAME_ADVENTURE"
gp,air.com.begamer.adamandeve,Adam and Eve,BeGamer,"GAME, GAME_ADVENTURE"
gp,com.amwaterpark.rideba,Water Park Real Water Slide,V.I. Games,"GAME, GAME_ADVENTURE"
gp,br.com.heitorhog.supersofia,Super Sofia,Heitor Oliveira Gonçalves,"GAME, GAME_ADVENTURE"
gp,stellal.Sat,Satellite imagery 24h,zippop,"WEATHER, APPLICATION"
gp,com.hkv.dashboard.rainsatmalawi,Rainsat Malawi,HKV lijn in water BV,"WEATHER, APPLICATION"
gp,riseup.weatherapi,Real - Time Weather Forecast,Riseup Infotech,"WEATHER, APPLICATION"
gp,air.net.veronasolutions.BuoyData,NOAA Buoy and Tide Data,"Verona Solutions, LLC","WEATHER, APPLICATION"
gp,com.simple_mind.full_ver2,החזרת תעודות סרוקות,Simple Mind Ltd,"APPLICATION, BUSINESS"
gp,com.Vocre.Translate,Vocre Translate,myLanguage,"APPLICATION, BUSINESS"
gp,com.diestechnology.apkawasher,Apka Washer,Apka Washer Laundry Service,"APPLICATION, BUSINESS"
gp,io.gonative.android.aldew,WageCounty,SiliconHire LLC,"APPLICATION, BUSINESS"
gp,com.skv,SKV,mobifly,"APPLICATION, BUSINESS"
gp,kau.coop,KAU COOP,PT Kinarya Desa Raharja,"APPLICATION, BUSINESS"
gp,com.ionicframework.colaborador182351,GS Mais,Grupo Simões,"APPLICATION, BUSINESS"
gp,org.buykorea,buyKOREA,KOTRA,"APPLICATION, BUSINESS"
gp,com.kapgel.courier,Kurye,KapGel Teknoloji A.S.,"APPLICATION, BUSINESS"
gp,net.akasugu.android,赤すぐnet－妊娠・出産・育児を楽しくする通販アプリ,"Recruit Holdings Co.,Ltd.","APPLICATION, SHOPPING"
gp,com.tiffany.engagement,Tiffany Engagement Ring Finder,Tiffany & Co.,"APPLICATION, SHOPPING"
gp,appinventor.ai_charlesarohrer1.ShoppingListMaker,Simpler Shopping List Maker,N16dad,"APPLICATION, SHOPPING"
gp,com.nbb.app,notebooksbilliger.de App,notebooksbilliger.de AG,"APPLICATION, SHOPPING"
gp,com.ebay.kr.auction.used,옥션중고장터_성숙한 중고거래의 시작,eBay Auction,"APPLICATION, SHOPPING"
gp,ec.com.multicash.cashbox,Cashbox EC,Macrotech Soluciones,"APPLICATION, SHOPPING"
gp,com.krepchenko.yourshoppinglist,Your Shopping List,Ann Krepchenko,"APPLICATION, SHOPPING"
gp,com.looket.gerio,게리오 GERIO,스마트스킨,"APPLICATION, SHOPPING"
gp,com.jdomni.jdsaisuryanetraseva,Sai Surya Netra Seva,Omni Service,"APPLICATION, SHOPPING"
gp,dk.releaze.android.bilbasen,BilBasen – køb brugte biler,Mobile Development eBay Denmark,"APPLICATION, SHOPPING"
gp,com.gcart.android.angel,Angel Shop,Gentacart,"APPLICATION, SHOPPING"
gp,com.tapandfood.rc_jin,JIN Restaurante Chino,Tap&Food,"APPLICATION, SHOPPING"
gp,com.jdomni.jdservicehubbangalore,Service Hub,OMNI SERVICES,"APPLICATION, SHOPPING"
gp,com.shopgate.android.app13209,W2Beauty Korean Cosmetic,Shopgate Inc.,"APPLICATION, SHOPPING"
gp,com.opongo.android,Mein Deal💰Schäppchen Angebote,Mein-Deal.com,"APPLICATION, SHOPPING"
gp,jp.pygmy.rodem,Rodem the Wild,"Pygmy Studio Co.,Ltd.","GAME, GAME_SIMULATION"
gp,com.mm.fire.recue.truck,Fire Driver Truck City Rescue,MobilMinds Apps,"GAME, GAME_SIMULATION"
gp,com.KGames.OffRoadSimulator,Off-Road Simulator,Emre KAYACI,"GAME, GAME_SIMULATION"
gp,com.gts.garbagetrucksimulator3d,Garbage,Game Time Studio,"GAME, GAME_SIMULATION"
gp,com.funnel.uchipuni,うちのぷにぷにり～ぱ～ 【かわいい育成ゲーム/うちぷに】,funnel Inc.,"GAME, GAME_SIMULATION"
gp,br.com.tapps.mymonsterhouse,My Monster House - Make Beautiful Dollhouses,Tapps Games,"GAME, GAME_SIMULATION"
gp,com.cccp.manager.java,Hospital Manager,Anuman,"GAME, GAME_SIMULATION"
gp,com.playcoolzombiesportgames.colt.magnum.hunting.shooting.range.pistol.target.aim,Revolver Shooting Range Magnum,Play Cool Zombie Sport Games,"GAME, GAME_SIMULATION"
gp,com.hackers.app.hackersmp3,해커스 MP3 플레이어 - 무료 토익 토플 영어 리스닝,(주) 해커스,"APPLICATION, EDUCATION"
gp,com.lv.ltapps,Latvian LTApps for Beginners,LTApps,"APPLICATION, EDUCATION"
gp,com.giggleup.ITTA,Interactive Telling Time HD,GiggleUp Kids Apps And Educational Games,"APPLICATION, EDUCATION"
gp,com.andromo.dev94720.app267258,Multi Quran Radio 75 Stations,Halal Apps,"APPLICATION, EDUCATION"
gp,com.ionicframework.g1539555,Ontario G1 Test Prep Questions,Alpaca+Fox,"APPLICATION, EDUCATION"
gp,com.noegcoil.tamrurstudy,לימוד תיאוריה - לימוד תמרורים,Noeg.co.il,"APPLICATION, EDUCATION"
gp,com.gbury.learnsouthamericacountriesandcapitalcities,South America Countries,Gbury Apps,"APPLICATION, EDUCATION"
gp,cn.edu.zjicm.listen,知米听力,杭州蓝脑教育科技有限公司,"APPLICATION, EDUCATION"
gp,dislame.bleje.eu.dituriaislame,Dituria Islame Nr 286,Rrahman Saramati,"APPLICATION, EDUCATION"
gp,com.grupovaughan.vaughanradio,Vaughan Radio,Vaughan Systems,"APPLICATION, EDUCATION"
gp,com.robotifun.genius.kidsLITE,Genius Kids Games F,AppQuiz,"APPLICATION, EDUCATION"
gp,com.appcademos.app,Appcademos,Appcademos,"APPLICATION, EDUCATION"
gp,com.lhr.toeicspeaking,영어 발음 마스터,Bella98,"APPLICATION, EDUCATION"
gp,lenovo.qrokuyucu,YBS Konferans Uygulaması,Dokuz Eylül Ünv. Yönetim Bilişim Sistemleri,"APPLICATION, EDUCATION"
gp,com.rsar.VideoPlayback.OnlineDemoDivyamPraveshika,Divyam Praveshika,RSAR APP ( Rachna Sagar ),"APPLICATION, EDUCATION"
gp,com.la.encarnacion,Encarnación Infantil,Raúl Rubio,"APPLICATION, EDUCATION"
gp,com.safeaid.fmaehoe,대구매호초등학교 - 대구행복스쿨,국민안전 위원회,"APPLICATION, EDUCATION"
gp,com.pcverden.mybeautifularab,العربية لغتي الجميلة,A.C,"APPLICATION, EDUCATION"
gp,za.ac.unisa.mcqApp.starter,Unisa MCQ App,Thabo Mogaswa,"APPLICATION, EDUCATION"
gp,com.histoire.pour.les.enfants.en.arab,قصص قبل النوم للأطفال بالصوت,FLANFRTLLAN,"APPLICATION, EDUCATION"
gp,maths.learners.workbook.AOUMPCHMWAQJVFSB,Grade-9-Maths-Polynomials,Learners' Planet,"APPLICATION, EDUCATION"
gp,com.blous.desgn,100 Blouse Designs in hindi,minixam,"APPLICATION, LIFESTYLE"
gp,com.tripmills.android.tarotdelux,Tarot Reader Delux,tripmills,"APPLICATION, LIFESTYLE"
gp,net.ays.PROD623490,La Barbieria di Milano,Shore GmbH München,"APPLICATION, LIFESTYLE"
gp,net.ays.PROD630592,Haarwerk Neuss,Shore GmbH München,"APPLICATION, LIFESTYLE"
gp,me.tangle,Tangle,NSI Holdings Limited,"APPLICATION, LIFESTYLE"
gp,com.shedev.eastergreetingcardsapp,easter greeting cards,SheDev,"APPLICATION, LIFESTYLE"
gp,com.leprechaun.lovetester,Love Tester,Leprechaun Apps,"APPLICATION, LIFESTYLE"
gp,com.tfactory.aos,T-Factory (茶木宮崎漁牧東京築地點心瑪莉),Teawood Taiwanese Dining Bar Limited,"APPLICATION, LIFESTYLE"
gp,net.ays.PROD595360,Fahrschule Gericke,Shore GmbH München,"APPLICATION, LIFESTYLE"
gp,org.yolcuyuz.moroccanrecipes,Moroccan Recipes,Üç Harf,"APPLICATION, LIFESTYLE"
gp,air.com.almosys.SimFront3,Hairstyle Simulator - SimFront,Almo Systems,"APPLICATION, LIFESTYLE"
gp,com.xxmassdeveloper.mentalmath,Mental Math Challenge,X.X_Mass_Developer,"GAME_EDUCATIONAL, GAME"
gp,com.softrance.asobikids.mituketa,みつけたっち！ ～ 探し絵あそびで形や色を覚えよう！,Softrance,"GAME_EDUCATIONAL, GAME"
gp,ztai.peimr.tmap,Taipei MRT Map,Timjj,"GAME, GAME_ROLE_PLAYING"
gp,air.jp.co.sumzap.ikusa,戦国炎舞 -KIZNA-,"Sumzap, Inc.[ソーシャルRPG好き必見のDL無料の人気リアルタイムバトルゲームが満載！]","GAME, GAME_ROLE_PLAYING"
gp,com.unitm.android.footspa,Foot Spa - Pedicure Salon,Unit M Games,"GAME, GAME_ROLE_PLAYING"
gp,com.games2win.bffhsfashion2,BFF  High School Fashion 2,Games2win.com,"GAME, GAME_ROLE_PLAYING"
gp,com.ml.breedingguide,Breeding Guide Monster Legends,Breeding Guide,"GAME, GAME_ROLE_PLAYING"
gp,com.biz_card.BiziCard,BiziCard 名刺や写真をコンビニプリント,"Busica,Ltd.","APPLICATION, PHOTOGRAPHY"
gp,com.photoframesgroup.bestframes,Best Photo Frames,Photo Frames Group,"APPLICATION, PHOTOGRAPHY"
gp,com.onexlabs.vishu.photoframes,Vishu Photo Frames,Onex Labs,"APPLICATION, PHOTOGRAPHY"
gp,pomcoonglala.grid.photo.colorful,Colorful Grid Collage Photo,PomCoongLaDev,"APPLICATION, PHOTOGRAPHY"
gp,appztrends.digitalindia.zipperlockscreen,Digital India ZipperLockScreen,APPz Trends,"APPLICATION, PHOTOGRAPHY"
gp,com.bhsoft.bhchecklist,Checklist ad-free,BH Soft,"APPLICATION, PRODUCTIVITY"
gp,run.todigoungrun,幸福夜奔,宜蘭囝仔活動企劃顧問有限公司,"APPLICATION, PRODUCTIVITY"
gp,crazyslam.com.timeanddatecalculator,Date and Time calculator,Pradap Pandian,"APPLICATION, PRODUCTIVITY"
gp,com.imagenescompartir.buenasnochesamor,Buenas Noches Amor,SLIDE&SHARE,"APPLICATION, ENTERTAINMENT"
gp,com.inthepocket.kinepolis,Kinepolis,Kinepolis Group N.V.,"APPLICATION, ENTERTAINMENT"
gp,com.sonymusic.bangbang,Bang Bang Movie Songs,Sony Music India,"APPLICATION, ENTERTAINMENT"
gp,com.conduit.app_8a81ace3c3454118a2d2c46286269b55.app,WSJ,Western Sydney Jump,"APPLICATION, ENTERTAINMENT"
gp,com.icequeenmedia.android_suitorexperiment,Kissed by the Baddest Boss,Ice Queen Media,"APPLICATION, ENTERTAINMENT"
gp,com.acrossair.tvguideuk,TVGuide.co.uk TV Guide UK,TV guide,"APPLICATION, ENTERTAINMENT"
gp,com.evilsofts.lovecalculatorpro,Real Love Test Calculator,Marigold studio,"APPLICATION, ENTERTAINMENT"
gp,com.salat.adhan.wasafatapps,مواقيت الصلاة والاذان (جديد),wasafatapps,"APPLICATION, ENTERTAINMENT"
gp,com.palmeralabs.animals_stickers,Real Animals Photo Stickers,Palmera Labs,"APPLICATION, ENTERTAINMENT"
gp,com.stickystudios.jaegerar,PACIFIC RIM: KAIJU BATTLE,Warner Bros. International Enterprises,"APPLICATION, ENTERTAINMENT"
gp,com.gamania.beanfun,beanfun! App,"Gamania Digital Entertainment Co., Ltd.","APPLICATION, ENTERTAINMENT"
gp,com.kirkoz.toyorjana.baby,طيور الجنة 2017 رووعة,kirkozapps,"APPLICATION, ENTERTAINMENT"
gp,com.osama.afasi,القرآن الكريم - مشاري العفاسي,DevelopEx,"APPLICATION, VIDEO_PLAYERS"
gp,com.videos.acapella,Player for Acapella singing,Pride Star Apps INC,"APPLICATION, VIDEO_PLAYERS"
gp,com.test.az01,Test Application AZ 01,Az seller,"APPLICATION, VIDEO_PLAYERS"
gp,com.tpgld16imgapp,١٦ الف صورة واتس اب رووووعة,SPEEDAPPS,"APPLICATION, VIDEO_PLAYERS"
gp,com.animatives.bestbit,BestBit - best bits into video,Animatives,"APPLICATION, VIDEO_PLAYERS"
gp,com.bniproductions.android.myanimationmaker,MyAnimationMaker,Mark Conkle,"APPLICATION, VIDEO_PLAYERS"
gp,com.mealocity.lazzatfastfood,Lazzat Fast Food,Mealocity Food Tech,"FOOD_AND_DRINK, APPLICATION"
gp,com.done.faasos,FAASOS - Order Food Online,FFSPL,"FOOD_AND_DRINK, APPLICATION"
gp,com.saxophoneallin1pro,Saxophone All-in-one-pro,Stephen Cheung - S.C.,"APPLICATION, MUSIC_AND_AUDIO"
gp,org.zenoradio.radiovisiondegloire,Radio Vision de Gloire,ZenoRadio LLC,"APPLICATION, MUSIC_AND_AUDIO"
gp,com.gismart.guitar.tuner,Chromatic Guitar Tuner Free: Ukulele Bass Violin,Gismart,"APPLICATION, MUSIC_AND_AUDIO"
gp,net.nextnature.wifiangels,WIFI Angels,Next Nature Network,"APPLICATION, MUSIC_AND_AUDIO"
gp,com.music.audio.mp3.player,Music Player 2017 🎼,Smiley Tech,"APPLICATION, MUSIC_AND_AUDIO"
gp,com.ignacemaes.bpmtap,BPM Tap,Ignace,"APPLICATION, MUSIC_AND_AUDIO"
gp,net.media.store.Ro3b1,قصص رعب 1,Media Store Apps,"APPLICATION, MUSIC_AND_AUDIO"
gp,com.maxxt.pcradio,Radio Online - PCRADIO,PCRADIO,"APPLICATION, MUSIC_AND_AUDIO"
gp,com.paolosanchez.imusicfreemusic,iMusic - 100% Free Music,Paolo Sanchez,"APPLICATION, MUSIC_AND_AUDIO"
gp,com.shoutcast.stm.radionovaondafm,Rádio Nova Onda FM,Agência Host Web,"APPLICATION, MUSIC_AND_AUDIO"
gp,com.vlocker.theme.westworld,West World theme-Vlocker,vlockertheme,"APPLICATION, PERSONALIZATION"
gp,com.Supernatural.FullMoonLiveWallpaper,Full Moon Live Wallpaper,Black Face Monster VS Supernatural Zombie,"APPLICATION, PERSONALIZATION"
gp,neon.livewallpaper,Neon LiveWallpaper,Rooty Pict,"APPLICATION, PERSONALIZATION"
gp,com.apptornado.backgrounds,Best Wallpapers & Backgrounds,AppTornado,"APPLICATION, PERSONALIZATION"
gp,com.orange.travel.orange,Orange Travel,Orange Romania,"TRAVEL_AND_LOCAL, APPLICATION"
gp,com.universalstudios.orlandoresort,Universal Orlando® Resort App,"NBCUniversal Media, LLC","TRAVEL_AND_LOCAL, APPLICATION"
gp,de.sevenmind.android,7Mind Meditation & Achtsamkeit,7Mind GmbH,"APPLICATION, HEALTH_AND_FITNESS"
gp,nl.hqmedia.quitsmokingbuddyfree,Quit Smoking Now: Quit Buddy!,HQmedia,"APPLICATION, HEALTH_AND_FITNESS"
gp,net.ays.PROD579528,STRAFF & SCHÖN,Shore GmbH München,"APPLICATION, HEALTH_AND_FITNESS"
gp,com.hooge.timedtrainer,Timed Trainer,Blue Crab,"APPLICATION, HEALTH_AND_FITNESS"
gp,com.rockstar.strainer,Night Mode-Battery & Eye Saver,YourRockstarCare,"APPLICATION, HEALTH_AND_FITNESS"
gp,com.juicemaster.fiveTwoDiet,Jason Vale's 5:2 Juice Diet,Juice Master,"APPLICATION, HEALTH_AND_FITNESS"
gp,jp.co.vantageapps.app.snore,寝言・いびき録音アプリ　〜快眠サポートアプリ〜,"VantageApps Co., Ltd.","APPLICATION, HEALTH_AND_FITNESS"
gp,com.akilliuygulamalar.hamilelikvegebeliktakibi,Hamilelik ve Gebelik Takibi,Akıllı Uygulamalar,"APPLICATION, HEALTH_AND_FITNESS"
gp,fr.yoo.radio.fUSA,Radio USA,SoSo Online Radio,"APPLICATION, LIBRARIES_AND_DEMO"
gp,com.thinimprove.italianrecipe,Italian recipes,thinimprove,"APPLICATION, LIBRARIES_AND_DEMO"
gp,com.capiratech.bcplmobile,BCPL Mobile,Boone County Public Library,"APPLICATION, LIBRARIES_AND_DEMO"
gp,com.mediageneral.wspa,WSPA 7News,Nexstar Digital (formerly Media General),"NEWS_AND_MAGAZINES, APPLICATION"
gp,de.bayercropscience,Bayer Agrar Wetter,Bayer CropScience Deutschland GmbH,"NEWS_AND_MAGAZINES, APPLICATION"
gp,jp.co.hokkaido_np.epaper,どうしん電子版紙面ビューアー,北海道新聞社,"NEWS_AND_MAGAZINES, APPLICATION"
gp,fi.hs.android,Helsingin Sanomat,Sanoma Media Finland,"NEWS_AND_MAGAZINES, APPLICATION"
gp,com.hearst.android.wxii,WXII 12 News and Weather,"HTVMA Solutions, Inc.","NEWS_AND_MAGAZINES, APPLICATION"
gp,jp.co.fujisan.android,無料で5000冊以上の雑誌が読めるFujisanReader,"Fujisan Magazine Service Co., ltd.","NEWS_AND_MAGAZINES, APPLICATION"
gp,com.motorpress.menshealthnewsstand,Revista Men's Health,Motorpress Rodale,"NEWS_AND_MAGAZINES, APPLICATION"
gp,com.alymennews,أخبار اليمن Yemen News,Aljwaal Forulike,"NEWS_AND_MAGAZINES, APPLICATION"
gp,com.knvo,KNVO Channel 48 News,Entravision Communications,"NEWS_AND_MAGAZINES, APPLICATION"
gp,com.radiofmlatviapro,Radio FM Latvia Pro,Online Radio Free Stations‎,"NEWS_AND_MAGAZINES, APPLICATION"
