platform,app_id,app_name,publisher_name,categories
gp,com.globe.gcharge.v2,Globe Charge,Globe Telecom,"APPLICATION, FINANCE"
gp,tw.keyway.android.realprice,104行情通/透明實價網 - 查房價？實價登錄大解密！,104_法拍網,"APPLICATION, FINANCE"
gp,cl.ibex.servipag,Servipag,Servipag Ltda.,"APPLICATION, FINANCE"
gp,com.catalyst.akd,AKD Tick,CATALYST IT Solutions,"APPLICATION, FINANCE"
gp,com.joydo.copsnrobbersJB,Cops N Robbers,Riovox,"GAME, GAME_ADVENTURE"
gp,com.hotdatedash,Hot Date Dash,"Ricardo Weir, India Sohal, Bradley Rosenlof","GAME, GAME_ADVENTURE"
gp,com.net5.nightrunner,Night Runner,Net5 Apps,"GAME, GAME_ADVENTURE"
gp,com.youssefsaoudininjafdds,go ninja in mission,youssef saoudi,"GAME, GAME_ADVENTURE"
gp,com.g5e.dreamcatchrs.android,Dream Catchers: The Beginning,G5 Entertainment,"GAME, GAME_ADVENTURE"
gp,org.cocos2dx.IslandMystery,謎解き 〜孤島に秘めし9つの手紙〜 孤島からの脱出,Jammsworks,"GAME, GAME_ADVENTURE"
gp,com.g5e.pilotbr2.full,Pilot Brothers 2 (Full),G5 Entertainment,"GAME, GAME_ADVENTURE"
gp,com.g5e.cursedship.android,The Cursed Ship® Collector’s Edition,G5 Entertainment,"GAME, GAME_ADVENTURE"
gp,com.g5e.artmogul,Art Mogul,G5 Entertainment,"GAME, GAME_ADVENTURE"
gp,air.com.sstol.sstol,SST Online,"SST Online, LLC","WEATHER, APPLICATION"
gp,com.wane.android.weather,WANE WX,Nexstar Digital (formerly LIN Media),"WEATHER, APPLICATION"
gp,mobapp.at.swspostillsystem,SWS POS Till System,South West Systems UK,"APPLICATION, BUSINESS"
gp,com.goodbarber.pizzachrono,PIZZA CHRONO,Applyface,"APPLICATION, BUSINESS"
gp,appinventor.ai_aplicativos20.GessoAraripina,Gesso Araripina,Aplicativos20,"APPLICATION, BUSINESS"
gp,at.q2e.boehlersteelapp269117,voestalpine steel calculator,Q2E,"APPLICATION, BUSINESS"
gp,com.avega.grandstay,GRANDSTAY,AVEGA ARTS,"APPLICATION, BUSINESS"
gp,com.conduit.app_768901d8300d489798fb8cef4cce8ab0.app,A Dezinerz Edge Nails,a dezinerz edge llc,"APPLICATION, BUSINESS"
gp,uk.co.allthingscode.lucas,Lucas,All Things Code,"APPLICATION, BUSINESS"
gp,compros.msj.mobile,MSJ-Mobile,Compros Australia Pty Ltd,"APPLICATION, BUSINESS"
gp,com.social_helping.socialhelping,Social Helping,Social Helping,"APPLICATION, BUSINESS"
gp,scc.epe.web.timeclock,SCC Timeclock,EPE Team,"APPLICATION, BUSINESS"
gp,com.appswiz.roomsrooster,Rooms Rooster,Appswiz W.X,"APPLICATION, BUSINESS"
gp,com.Tobit.android.Slitte63695093491,Robert Meyer Catering GmbH,Robert Meyer,"APPLICATION, BUSINESS"
gp,com.wEntorno412_4366008,Entorno 412,Marylin de Mendonca,"APPLICATION, BUSINESS"
gp,com.varonis.varonisvr,Varonis VR,"Varonis Systems, Inc.","APPLICATION, BUSINESS"
gp,vn.dsc.airlinefinder,Airline Finder,"Digital Systems Co.,LTD","APPLICATION, BUSINESS"
gp,project.labs.avviotech.com.orangegroup,Orange Group,App Studio @ S P Techno Solution,"APPLICATION, BUSINESS"
gp,com.happyordering.chefsunion,飯招 - 飲食業長工/炒散,飯招,"APPLICATION, BUSINESS"
gp,com.amazon.mShop.android.shopping,Amazon Shopping,Amazon Mobile LLC,"APPLICATION, SHOPPING"
gp,nl.foodticket.app.orderapp912,Soto,Foodticket BV,"APPLICATION, SHOPPING"
gp,com.miel2,Миэль-Новостройки,CMS Planet,"APPLICATION, SHOPPING"
gp,es.selectium.selectium,Selectium Ofertas y Descuentos,Selectium Group Barcelona,"APPLICATION, SHOPPING"
gp,com.shopgate.android.app11998,moebel-shop.de,OMS Möbel-Online-Shop GmbH,"APPLICATION, SHOPPING"
gp,com.ionicframework.igj713638,IGJ Creation,Indian Gem & Jewellery Creation,"APPLICATION, SHOPPING"
gp,com.euskill.docks,Les Docks Marseille,LES DOCKS,"APPLICATION, SHOPPING"
gp,com.delaltasarim.kadinkisgiyim,2017 Winter Clothing Styles,Delal Tasarim,"APPLICATION, SHOPPING"
gp,ru.crtweb.amru,Am.ru — купить и продать авто,Mail.Ru Group,"APPLICATION, SHOPPING"
gp,com.esastestholding.burda14,14 Burda Cepte,Esas Gayrimenkul,"APPLICATION, SHOPPING"
gp,com.herocraft.game.farmfrenzy.freemium,Farm Frenzy Free,HeroCraft Ltd,"GAME, GAME_SIMULATION"
gp,com.simultech.airporttrafficcontrol,Air Traffic Control Simulator,Upfront Applications,"GAME, GAME_SIMULATION"
gp,com.tabtale.kitchenkids,Chef Kids - Cook Yummy Food,TabTale,"GAME, GAME_SIMULATION"
gp,br.com.tapps.nailmakeover,My Nail Makeover - Open Your Nail Styling Shop,Tapps Games,"GAME, GAME_SIMULATION"
gp,com.valley.city.oil.truck.transport.apps,Grand City oil Truck Driver 3d,HATCOM Inc.,"GAME, GAME_SIMULATION"
gp,com.goethe.es,Learn Spanish - 50 languages,50languages,"APPLICATION, EDUCATION"
gp,org.muth.android.conjugator_es,Spanish Verbs,Appicenter LLC,"APPLICATION, EDUCATION"
gp,lt.appstart.tzivoshashem,Tzivos Hashem,Tzivos Hashem,"APPLICATION, EDUCATION"
gp,de.feedbackschule.app,FeedbackSchule,softwarea GmbH,"APPLICATION, EDUCATION"
gp,pl.tweeba.mobile.learning.rupl,Польский язык бесплатно,Tweeba,"APPLICATION, EDUCATION"
gp,webbigbang.concursosabertos,Concursos Abertos,Web Big Bang,"APPLICATION, EDUCATION"
gp,alldictdict.alldict.guen,Gujarati-English Dictionary,AllDict,"APPLICATION, EDUCATION"
gp,com.mindtwisted.kanjistudy,Japanese Kanji Study - 漢字学習,Chase Colburn,"APPLICATION, EDUCATION"
gp,air.net.mindresearch.stmath,ST (JiJi) Math: School Version,MIND Research Institute,"APPLICATION, EDUCATION"
gp,com.linternaute.dictionnaire,Dictionnaire Linternaute,CCM Benchmark,"APPLICATION, EDUCATION"
gp,com.gentouch.dictionary,Tu Dien Anh Viet-English Dict,Gentouch Studios,"APPLICATION, EDUCATION"
gp,appinventor.ai_dongyeol1129.speechto,소리를 문자로 만듭니다,개발자 문동열,"APPLICATION, LIFESTYLE"
gp,hll.software.hllsoftware.action,Kıble Pusulası Namaz Vakitleri,Halil Sürek,"APPLICATION, LIFESTYLE"
gp,com.neev.infotech.latestrangolidesign,Latest Rangoli Design,Neev Infotech,"APPLICATION, LIFESTYLE"
gp,com.magzter.bbcgoodfoodme,BBC Good Food ME,Magzter Inc.,"APPLICATION, LIFESTYLE"
gp,com.magzter.smartdrivemalayalam,smartdrive malayalam,Magzter Inc.,"APPLICATION, LIFESTYLE"
gp,com.phorest.strip,Strip Wax Bar,Phorest,"APPLICATION, LIFESTYLE"
gp,com.echurchapps.twichurch,The Word Inc Church,echurch,"APPLICATION, LIFESTYLE"
gp,nandos.android.appsg,Nando's Singapore,Nando's Chickenland,"APPLICATION, LIFESTYLE"
gp,com.vancouver.knows,温哥华知道 vancoolver,ZhiDao Media Inc.,"APPLICATION, LIFESTYLE"
gp,jp.bins.binsmyapp_kaino,トータルビューティサロンKAINO,株式会社ビレイ,"APPLICATION, LIFESTYLE"
gp,net.ays.PROD617298,Cindy Nails Köln,Shore GmbH München,"APPLICATION, LIFESTYLE"
gp,com.acotel.astri,Astri di Paolo Fox - Oroscopo,Acotel Group SpA,"APPLICATION, LIFESTYLE"
gp,com.rogers.vicinity,Vicinity,Rogers Communications Inc.,"APPLICATION, LIFESTYLE"
gp,net.ays.PROD583110,Lotelito Valencia,Shore GmbH München,"APPLICATION, LIFESTYLE"
gp,com.peekaboo.cookapp,Меню Дня - пошаговые рецепты,Peekaboo,"APPLICATION, LIFESTYLE"
gp,de.pausanio.urbancorners,Urban Corners,Pausanio,"GAME_EDUCATIONAL, GAME"
gp,br.com.tapps.myicecreammaker,My Ice Cream Maker - Frozen Dessert Making Game,Tapps Games,"GAME_EDUCATIONAL, GAME"
gp,br.com.tapps.forestfolks.petspa,Forest Folks - Your Own Adorable Pet Spa,Tapps Games,"GAME_EDUCATIONAL, GAME"
gp,co.romesoft.kids.wash.treat.pets,Wash and Treat Pets  Kids Game,romeLab,"GAME_EDUCATIONAL, GAME"
gp,com.asmolgam.aminoacids,Amino Acid Structures - Quiz and Flashcards,Andrey Solovyev,"GAME_EDUCATIONAL, GAME"
gp,bearface.games.merchant,Merchant,Retora Game Studios,"GAME, GAME_ROLE_PLAYING"
gp,com.uken.android.novawars,Dark Galaxy: Space Wars,Uken Games,"GAME, GAME_ROLE_PLAYING"
gp,com.gameloft.android.ANMP.GloftOOHM,Battle Odyssey,Gameloft,"GAME, GAME_ROLE_PLAYING"
gp,tw.txwy.and.hsqj,橫掃千軍,Longcheng Ltd.,"GAME, GAME_ROLE_PLAYING"
gp,com.appbasic.faceedit,Face Edit,App Basic,"APPLICATION, PHOTOGRAPHY"
gp,com.coolphotoeditorapps.summeroutfits,Summer Outfits Photo Montage 2017,Cool Photo Editor Apps,"APPLICATION, PHOTOGRAPHY"
gp,com.amazingapp.photo.collage.frame,Photo Collage Frame,AmazingApplication,"APPLICATION, PHOTOGRAPHY"
gp,com.viaxor.locketphotoframes,Locket Photo Frames,Webcox Infotech,"APPLICATION, PHOTOGRAPHY"
gp,com.vsatapps.diwaliphotoframes2016,Diwali Photo Frames 2016,VSAT APPS,"APPLICATION, PHOTOGRAPHY"
gp,com.modateam.photosticker,Photo Editor&Sticker,MoDaTeam,"APPLICATION, PHOTOGRAPHY"
gp,com.superphotocollage.autumnphotocollage,Autumn Photo Collage,Super Photo Collage,"APPLICATION, PHOTOGRAPHY"
gp,eu.stettiner.dianaphoto,Diana Photo - double exposure,STETTINER,"APPLICATION, PHOTOGRAPHY"
gp,com.photomontager,PhotoMontager - Photo montages,"Moonlighting Apps, LLC","APPLICATION, PHOTOGRAPHY"
gp,com.ZWSoft.ZWCAD,CAD Pockets,"ZWCAD Software Co.,Ltd.","APPLICATION, PRODUCTIVITY"
gp,com.digitalact.kickalarm,Kick Alarm,Rabea Tea,"APPLICATION, PRODUCTIVITY"
gp,br.com.megasul.check.app,Megasul Check,MEGASUL SISTEMAS,"APPLICATION, PRODUCTIVITY"
gp,com.Comovingmagnetics.SolarShades,Solar Shading,Comoving Magnetics,"APPLICATION, PRODUCTIVITY"
gp,jp.mowmow.simpleaf_free,simpleaf free (handwriting),tuu,"APPLICATION, PRODUCTIVITY"
gp,pe.gob.sunat.movil,App SUNAT,SUNAT,"APPLICATION, PRODUCTIVITY"
gp,com.mobincube.aqualoc_gratis.sc_HMJSDH,Aqualoc,Alvaroh,"APPLICATION, ENTERTAINMENT"
gp,com.fndbyrz.turkkahvesi,Türk Kahvesi Falı,funda boyraz,"APPLICATION, ENTERTAINMENT"
gp,com.barabanovap.sounds.ghost,Ghost Sounds,Super Sounds Apps,"APPLICATION, ENTERTAINMENT"
gp,net.jp.apps.toruiwashita.tanaka,天才政治家　田中角栄の人生訓と政治のあり方　名言集！,roman21,"APPLICATION, ENTERTAINMENT"
gp,com.wSochTheaterGroup,Soch Theatre-Be The Change,Soch Theatre Group,"APPLICATION, ENTERTAINMENT"
gp,com.simeroinfosoft.realpianod,Real Piano 3D,Simero Infosoft,"APPLICATION, ENTERTAINMENT"
gp,com.km.life.tiger,Talking Tiger,Dexati,"APPLICATION, ENTERTAINMENT"
gp,com.serotek.iblink,Sero (formerly iBlink Radio),Serotek Corporation,"APPLICATION, ENTERTAINMENT"
gp,com.tellybug.talent.britain,Britain’s Got Talent 2017,FremantleMediaUK,"APPLICATION, ENTERTAINMENT"
gp,com.elokence.akinatorlite,Akinator LITE,Elokence,"APPLICATION, ENTERTAINMENT"
gp,com.juangomez.JoshFairyTales.snowwhite,Snow White,Josh & Emely Fairy Tales,"APPLICATION, VIDEO_PLAYERS"
gp,com.bsplayer.bspandroid.free,BSPlayer FREE,BSPlayer media,"APPLICATION, VIDEO_PLAYERS"
gp,in.websys.ImageSearch,Super Image Search,nyan,"APPLICATION, VIDEO_PLAYERS"
gp,com.anthill.iconic,Iconic Music Player,Ryan Mettler,"APPLICATION, VIDEO_PLAYERS"
gp,com.callgulf.android.app,CallGulf,UCallGlobe,"COMMUNICATION, APPLICATION"
gp,com.hansip87.smallapp.translate,Translate Small App,hansip87 (HE Corp),"COMMUNICATION, APPLICATION"
gp,com.sgpltd.prefixr,Call Prefixer,"SGP Global Limited, HK","COMMUNICATION, APPLICATION"
gp,com.sms.elitethemes.guns.app,SMS Guns,Pro Elite Themes,"COMMUNICATION, APPLICATION"
gp,com.tribair.totalrecall,Total Recall Free phone number,Mobile Telecommunications,"COMMUNICATION, APPLICATION"
gp,com.nobelglobe.nobelapp,International Calling NobelApp,Nobel Ltd.,"COMMUNICATION, APPLICATION"
gp,com.smartmob.nail.art.images,Nail Art Images,Smart Mob Solution,"APPLICATION, ART_AND_DESIGN"
gp,com.lamudi.android,Lamudi Real Estate & Property,Lamudi,"APPLICATION, HOUSE_AND_HOME"
gp,com.ascibasi.android,Aşçıbaşı — Yemek Tarifleri,Oregano Vision,"FOOD_AND_DRINK, APPLICATION"
gp,com.skollabs.tipcalc,Tip Calculator,Skol Games LLC,"FOOD_AND_DRINK, APPLICATION"
gp,fattygrill.co.uk.fattyzgrill,Fattyz Grill,mek,"FOOD_AND_DRINK, APPLICATION"
gp,com.bluerivermob.FidelRuedaCantante,Fidel Rueda Cantante,BlueRiverMob,"APPLICATION, MUSIC_AND_AUDIO"
gp,com.zeryainc.zeryaremixpads,DJ Remix Maker,Zerya Ring Tone,"APPLICATION, MUSIC_AND_AUDIO"
gp,com.ypyradio.reino,radio semilla del reino 1.0,Palabras De Vida Radio Intenacional,"APPLICATION, MUSIC_AND_AUDIO"
gp,com.sanomaentertainment.radiorock,Radio Rock - Asenne on Rock,Sanoma Media Finland,"APPLICATION, MUSIC_AND_AUDIO"
gp,com.hanetkaraoke.playxone.remote,HANET SmartlistX - PlayXBeatX,HANET Electronics,"APPLICATION, MUSIC_AND_AUDIO"
gp,net.andromo.dev421413.app478612,Mozambique National Anthem,AppNova Studio,"APPLICATION, MUSIC_AND_AUDIO"
gp,com.na_at.grc,Grupo Radio Centro,Grupo Radio Centro,"APPLICATION, MUSIC_AND_AUDIO"
gp,com.MaxImages.GMachine05,Gear Machine Wallpaper,MaxImages,"APPLICATION, PERSONALIZATION"
gp,com.auroralabs.nepaliwallpaper,Nepali Wallpaper,Aurora Labs,"APPLICATION, PERSONALIZATION"
gp,emojifont.emojikeyboard,Keyboard Fonts,Eagle Brothers,"APPLICATION, PERSONALIZATION"
gp,com.wVagasdeempregos_4072822,Vagas de Empregos,Classificados Brasil Norte Clima,"APPLICATION, PERSONALIZATION"
gp,com.andromo.dev230101.app331550,Love Quote Wallpapers,eBook Apps,"APPLICATION, PERSONALIZATION"
gp,org.zywx.wbpalmstar.widgetone.uex11490280,河马游,CKS IT,"TRAVEL_AND_LOCAL, APPLICATION"
gp,com.mtrip.New_York,New York Travel Guide – mTrip,mTrip apps,"TRAVEL_AND_LOCAL, APPLICATION"
gp,com.roadstruck.mobile,HONK - Towing & Roadside,"HONK Technologies, Inc","TRAVEL_AND_LOCAL, APPLICATION"
gp,com.omertex.android.suitcase,Pack the suitcase,Omertex Ltd,"TRAVEL_AND_LOCAL, APPLICATION"
gp,de.yathos.fmg.mucapp,MUC Airport Munich Airport,Flughafen München GmbH,"TRAVEL_AND_LOCAL, APPLICATION"
gp,de.alpstein.alpregio.Trentino,Outdoor Trentino,Trentino Marketing,"TRAVEL_AND_LOCAL, APPLICATION"
gp,com.pelephone.navigator,Navigator GPS+,Pelephone LTD,"TRAVEL_AND_LOCAL, APPLICATION"
gp,com.devond.obd,Obidee,PT. Devond Teknologi Indonesia,"APPLICATION, AUTO_AND_VEHICLES"
gp,br.com.nanonetwork.app.android597261fb1ec4f,Lava Jato Orquídea,Rone Estuart,"APPLICATION, AUTO_AND_VEHICLES"
gp,de.apppilots.wallbe,wallbe professional,wallbe GmbH,"APPLICATION, AUTO_AND_VEHICLES"
gp,com.escogitare.contractions,My Contractions Tracker,Escogitare,"APPLICATION, HEALTH_AND_FITNESS"
gp,com.tacx.bottlecreator,Bottle Creator,Tacx B.V.,"APPLICATION, HEALTH_AND_FITNESS"
gp,com.ssafitness.fastweightlossfatburning,Fast Weight Loss & Fat Burning,ssafitness,"APPLICATION, HEALTH_AND_FITNESS"
gp,com.fitnessmobileapps.performancetrainingcenter,Performance Truckee,MINDBODY Branded Apps,"APPLICATION, HEALTH_AND_FITNESS"
gp,com.shoreus.app663571,Waxing by Jessica,Shore US,"APPLICATION, HEALTH_AND_FITNESS"
gp,com.physiapp,PhysiApp®,Physitrack Limited,"APPLICATION, HEALTH_AND_FITNESS"
gp,com.ProClub.BeWell.AndroidTracker,20/20 LifeStyles,"Professional Recreation Organization, Inc.","APPLICATION, HEALTH_AND_FITNESS"
gp,com.balinasoft.uglevodovnet,Углеводов нет,BalinaSoft,"APPLICATION, HEALTH_AND_FITNESS"
gp,com.thinimprove.juicingrecipe,Juicing Recipes,thinimprove,"APPLICATION, LIBRARIES_AND_DEMO"
gp,com.forecomm.mondeducamping,Le Monde du Camping-Car,Editions Larivière,"NEWS_AND_MAGAZINES, APPLICATION"
gp,fr.yoo.radio.fMoldova,Radio Moldova,SoSo Online Radio,"NEWS_AND_MAGAZINES, APPLICATION"
gp,com.karyotsarg.statueofahimsa,Statue Of Ahimsa,SpyRox,"NEWS_AND_MAGAZINES, APPLICATION"
gp,com.goodbarber.ojimfr,OJIM,Click And Apps,"NEWS_AND_MAGAZINES, APPLICATION"
gp,com.raycom.kcbd,KCBD News 11,"Raycom Media, Inc","NEWS_AND_MAGAZINES, APPLICATION"
gp,it.rcs.gazzettadigitaledition,Gazzetta Gold,RCS MediaGroup S.p.A.,"NEWS_AND_MAGAZINES, APPLICATION"
gp,cn.com.modernmedia.tanc,iArt 艺术新闻,Modern Mobile Digital Media Company Limited,"NEWS_AND_MAGAZINES, APPLICATION"
gp,de.rbb.tv.abendschau,Abendschau,Rundfunk Berlin-Brandenburg,"NEWS_AND_MAGAZINES, APPLICATION"
gp,com.rumble.the_scotsman,The Scotsman,Johnston Press Apps,"NEWS_AND_MAGAZINES, APPLICATION"
gp,com.milibris.standalone.app.challenges,Challenges le magazine,Challenges,"NEWS_AND_MAGAZINES, APPLICATION"
gp,com.chosunmedia.tab10,조선일보 for Tablet,Digital Chosun,"NEWS_AND_MAGAZINES, APPLICATION"
gp,jp.co.yahoo.netallica,週刊誌・雑誌無料で読み放題！芸能雑学まとめ読みならネタりか,Yahoo Japan Corp.,"NEWS_AND_MAGAZINES, APPLICATION"
gp,com.nestanco.android.sigma,Glossary for Six Sigma,android@nestanco,"APPLICATION, BOOKS_AND_REFERENCE"
gp,com.ionicframework.fourti325707,كيف تمحو ذنوبك,RAIO CO.,"APPLICATION, BOOKS_AND_REFERENCE"
gp,com.vseobiznese,Все о бизнесе,Михаил Ханцевич,"APPLICATION, BOOKS_AND_REFERENCE"
gp,com.urduappz.zeharshayaripoetry,Zehar Shayari,Urdu Appz,"APPLICATION, BOOKS_AND_REFERENCE"
gp,com.oodles.download.free.ebooks.reader,50000 Free eBooks & Free AudioBooks,Oodles,"APPLICATION, BOOKS_AND_REFERENCE"
gp,org.es.wildplants,Essbare Wildpflanzen,AZ Fachverlage AG,"APPLICATION, BOOKS_AND_REFERENCE"
gp,com.ima.fantastic.mycatholiclife17,Catholic Daily Reflections,My Catholic Life!,"APPLICATION, BOOKS_AND_REFERENCE"
gp,vines.expository.bible.dictionary,Vine's Expository Dictionary,💎 Igor Apps,"APPLICATION, BOOKS_AND_REFERENCE"
gp,com.ionicframework.sample3749260,Holy Land Tour,Zeina Media LTD,"APPLICATION, MAPS_AND_NAVIGATION"
gp,com.flytomap.marineapp.worldviewer.bahamas,Bahamas GPS Map Navigator,FLYTOMAP INC,"APPLICATION, MAPS_AND_NAVIGATION"
gp,com.bulbulapps.bathtime,Baby Bath Time - Cute Baby App,Bulbul Inc.,"APPLICATION, FAMILY_EDUCATION, EDUCATION"
gp,air.com.spilgames.LevelEditor4,Level Editor: Puzzle&Adventure,Spil Games,"GAME, FAMILY, GAME_PUZZLE, FAMILY_ACTION"
gp,com.budgestudios.MissHollywood2,Miss Hollywood Showtime,Budge Studios,"GAME_CASUAL, GAME, FAMILY, FAMILY_CREATE"
gp,com.budgestudios.StrawberryShortcakeFoodFair,Strawberry Shortcake Food Fair,Budge Studios,"GAME_CASUAL, GAME, FAMILY, FAMILY_CREATE"
gp,com.budgestudios.BarbieSuperstar,Barbie Superstar! Music Maker,Budge Studios,"GAME_MUSIC, FAMILY_MUSICVIDEO, GAME, FAMILY"
